Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2024-11-01,Lucknow,Uttar Pradesh,26.2,14.2,20.2,54.0,0.0,9.5,130,Moderate,1021.0,18.9
2024-11-02,Lucknow,Uttar Pradesh,26.7,13.9,20.3,45.9,0.0,7.5,91,Satisfactory,1018.8,33.2
2024-11-03,Lucknow,Uttar Pradesh,28.3,16.6,22.4,50.7,0.0,10.1,134,Moderate,1017.5,29.4
2024-11-04,Lucknow,Uttar Pradesh,29.8,15.7,22.7,55.8,0.0,6.8,154,Moderate,1019.0,8.5
2024-11-05,Lucknow,Uttar Pradesh,27.8,18.9,23.4,51.7,0.0,14.3,154,Moderate,1020.4,36.7
2024-11-06,Lucknow,Uttar Pradesh,29.6,18.7,24.1,54.3,0.0,7.6,136,Moderate,1019.2,27.0
2024-11-07,Lucknow,Uttar Pradesh,29.8,17.0,23.4,48.8,0.0,9.6,141,Moderate,1016.2,0.0
2024-11-08,Lucknow,Uttar Pradesh,32.1,18.3,25.2,44.0,0.0,18.8,126,Moderate,1021.5,19.3
2024-11-09,Lucknow,Uttar Pradesh,31.4,19.5,25.5,58.4,0.0,8.1,175,Moderate,1019.6,26.7
2024-11-10,Lucknow,Uttar Pradesh,32.0,19.6,25.8,48.4,0.0,9.7,160,Moderate,1017.7,15.8
2024-11-11,Lucknow,Uttar Pradesh,30.1,17.7,23.9,48.1,0.0,6.8,173,Moderate,1020.0,18.8
2024-11-12,Lucknow,Uttar Pradesh,29.5,17.9,23.7,48.9,0.0,9.4,178,Moderate,1021.9,24.9
2024-11-13,Lucknow,Uttar Pradesh,28.9,13.3,21.1,40.3,0.0,7.1,177,Moderate,1021.1,0.0
2024-11-14,Lucknow,Uttar Pradesh,29.6,15.2,22.4,44.6,0.0,8.5,150,Moderate,1021.0,15.8
2024-11-15,Lucknow,Uttar Pradesh,27.0,13.3,20.2,44.8,0.0,6.6,207,Poor,1023.9,14.5
2024-11-16,Lucknow,Uttar Pradesh,28.7,16.1,22.4,62.8,0.0,9.3,122,Moderate,1019.1,28.9
2024-11-17,Lucknow,Uttar Pradesh,28.0,15.6,21.8,53.0,0.0,8.2,188,Moderate,1018.7,10.6
2024-11-18,Lucknow,Uttar Pradesh,27.4,16.5,21.9,50.3,0.0,8.1,179,Moderate,1019.8,45.6
2024-11-19,Lucknow,Uttar Pradesh,26.8,16.0,21.4,57.2,0.0,6.5,202,Poor,1022.7,10.3
2024-11-20,Lucknow,Uttar Pradesh,30.2,17.2,23.7,51.1,0.0,9.0,164,Moderate,1022.4,1.2
2024-11-21,Lucknow,Uttar Pradesh,27.6,18.0,22.8,49.0,0.0,8.1,161,Moderate,1021.1,34.6
2024-11-22,Lucknow,Uttar Pradesh,25.5,13.4,19.5,55.9,0.0,7.5,151,Moderate,1020.2,27.6
2024-11-23,Lucknow,Uttar Pradesh,26.4,14.6,20.5,48.2,0.0,7.2,153,Moderate,1025.2,23.9
2024-11-24,Lucknow,Uttar Pradesh,25.7,12.5,19.1,56.0,0.0,9.9,167,Moderate,1019.8,15.8
2024-11-25,Lucknow,Uttar Pradesh,25.4,12.2,18.8,53.2,0.0,9.1,155,Moderate,1021.4,14.3
2024-11-26,Lucknow,Uttar Pradesh,26.8,13.8,20.3,49.8,0.0,8.7,160,Moderate,1020.6,24.7
2024-11-27,Lucknow,Uttar Pradesh,26.8,14.7,20.8,42.1,0.0,15.7,135,Moderate,1024.1,9.9
2024-11-28,Lucknow,Uttar Pradesh,24.0,15.2,19.6,56.1,0.0,11.2,194,Moderate,1022.0,43.4
2024-11-29,Lucknow,Uttar Pradesh,23.3,9.4,16.4,57.0,0.0,9.9,159,Moderate,1026.6,23.7
2024-11-30,Lucknow,Uttar Pradesh,22.4,10.5,16.4,59.4,0.0,8.7,188,Moderate,1025.0,16.4
2024-12-01,Lucknow,Uttar Pradesh,22.6,10.0,16.3,55.7,0.0,9.7,175,Moderate,1021.7,14.4
2024-12-02,Lucknow,Uttar Pradesh,23.1,8.7,15.9,55.0,0.0,13.4,176,Moderate,1023.1,3.3
2024-12-03,Lucknow,Uttar Pradesh,22.4,11.1,16.7,51.8,0.0,6.7,181,Moderate,1022.5,29.7
2024-12-04,Lucknow,Uttar Pradesh,23.5,11.6,17.6,40.3,0.0,9.2,198,Moderate,1026.2,8.1
2024-12-05,Lucknow,Uttar Pradesh,24.7,10.2,17.4,43.8,0.0,9.6,194,Moderate,1025.2,17.1
2024-12-06,Lucknow,Uttar Pradesh,20.1,10.9,15.5,60.7,0.0,7.0,215,Poor,1020.9,55.6
2024-12-07,Lucknow,Uttar Pradesh,22.4,7.0,14.7,46.7,0.0,8.8,170,Moderate,1025.5,0.0
2024-12-08,Lucknow,Uttar Pradesh,22.2,9.5,15.8,53.1,0.0,10.2,162,Moderate,1024.0,18.2
2024-12-09,Lucknow,Uttar Pradesh,24.4,9.8,17.1,52.4,0.0,9.9,174,Moderate,1021.3,0.0
2024-12-10,Lucknow,Uttar Pradesh,25.1,11.2,18.2,53.4,0.0,8.6,189,Moderate,1022.0,10.5
2024-12-11,Lucknow,Uttar Pradesh,24.0,11.9,17.9,39.9,0.0,9.1,197,Moderate,1023.3,16.1
2024-12-12,Lucknow,Uttar Pradesh,24.6,10.4,17.5,61.3,0.0,8.8,173,Moderate,1019.5,0.1
2024-12-13,Lucknow,Uttar Pradesh,24.8,10.9,17.8,55.4,0.0,6.8,197,Moderate,1024.3,23.8
2024-12-14,Lucknow,Uttar Pradesh,21.8,9.7,15.7,59.9,0.0,7.9,186,Moderate,1024.7,39.8
2024-12-15,Lucknow,Uttar Pradesh,25.0,11.8,18.4,51.9,0.0,8.8,183,Moderate,1023.3,22.3
2024-12-16,Lucknow,Uttar Pradesh,25.3,13.0,19.1,52.1,0.0,7.8,191,Moderate,1023.7,28.9
2024-12-17,Lucknow,Uttar Pradesh,26.4,15.6,21.0,59.8,0.0,10.2,219,Poor,1022.7,38.7
2024-12-18,Lucknow,Uttar Pradesh,24.7,13.8,19.3,47.8,0.0,6.6,213,Poor,1021.4,25.4
2024-12-19,Lucknow,Uttar Pradesh,27.1,11.9,19.5,48.5,0.0,7.9,216,Poor,1022.4,0.0
2024-12-20,Lucknow,Uttar Pradesh,25.0,13.3,19.2,59.0,0.0,8.1,200,Poor,1022.2,19.4
2024-12-21,Lucknow,Uttar Pradesh,25.9,12.8,19.3,48.0,0.0,10.2,226,Poor,1025.0,0.0
2024-12-22,Lucknow,Uttar Pradesh,25.5,12.3,18.9,51.4,0.0,8.8,211,Poor,1021.8,6.8
2024-12-23,Lucknow,Uttar Pradesh,22.6,10.5,16.5,42.1,0.0,8.9,160,Moderate,1023.5,0.0
2024-12-24,Lucknow,Uttar Pradesh,24.4,12.6,18.5,56.4,0.0,8.6,208,Poor,1024.1,20.9
2024-12-25,Lucknow,Uttar Pradesh,22.5,10.1,16.3,52.4,0.0,7.2,203,Poor,1021.6,5.8
2024-12-26,Lucknow,Uttar Pradesh,21.3,10.7,16.0,54.0,0.0,8.9,205,Poor,1023.9,22.7
2024-12-27,Lucknow,Uttar Pradesh,22.1,11.8,17.0,58.7,0.0,9.1,158,Moderate,1024.6,28.8
2024-12-28,Lucknow,Uttar Pradesh,26.4,13.0,19.7,41.6,0.0,8.1,162,Moderate,1024.1,2.8
2024-12-29,Lucknow,Uttar Pradesh,25.2,12.0,18.6,61.0,0.0,9.6,188,Moderate,1024.7,20.3
2024-12-30,Lucknow,Uttar Pradesh,23.6,10.1,16.8,63.3,0.0,7.5,157,Moderate,1023.0,0.0
2024-12-31,Lucknow,Uttar Pradesh,26.0,13.5,19.7,43.7,0.0,8.0,210,Poor,1021.5,0.0
2025-01-01,Lucknow,Uttar Pradesh,22.4,11.9,17.1,62.3,0.0,12.0,187,Moderate,1023.5,35.4
2025-01-02,Lucknow,Uttar Pradesh,21.3,7.8,14.5,51.4,0.0,7.5,238,Poor,1025.6,6.8
2025-01-03,Lucknow,Uttar Pradesh,23.3,9.3,16.3,45.4,0.0,7.9,203,Poor,1024.1,10.7
2025-01-04,Lucknow,Uttar Pradesh,22.8,8.8,15.8,57.7,0.0,9.2,206,Poor,1022.6,6.9
2025-01-05,Lucknow,Uttar Pradesh,21.9,8.1,15.0,48.8,0.0,12.7,194,Moderate,1029.5,0.0
2025-01-06,Lucknow,Uttar Pradesh,24.0,9.2,16.6,52.8,0.0,10.6,189,Moderate,1023.0,3.3
2025-01-07,Lucknow,Uttar Pradesh,23.5,11.6,17.6,61.6,0.0,9.1,193,Moderate,1021.6,17.1
2025-01-08,Lucknow,Uttar Pradesh,28.8,17.2,23.0,49.5,0.0,8.6,191,Moderate,1021.3,11.9
2025-01-09,Lucknow,Uttar Pradesh,29.2,18.1,23.7,51.8,0.0,6.5,145,Moderate,1024.3,31.9
2025-01-10,Lucknow,Uttar Pradesh,32.5,18.2,25.4,39.3,0.0,8.9,215,Poor,1023.2,7.2
2025-01-11,Lucknow,Uttar Pradesh,30.5,17.4,24.0,42.4,0.0,7.4,219,Poor,1026.0,16.5
2025-01-12,Lucknow,Uttar Pradesh,29.0,15.0,22.0,46.6,0.0,7.3,213,Poor,1020.9,10.2
2025-01-13,Lucknow,Uttar Pradesh,27.7,16.3,22.0,49.9,0.0,6.9,197,Moderate,1022.3,30.9
2025-01-14,Lucknow,Uttar Pradesh,29.7,15.9,22.8,47.8,0.0,10.6,182,Moderate,1024.7,0.0
2025-01-15,Lucknow,Uttar Pradesh,23.6,11.9,17.7,48.0,0.0,7.7,167,Moderate,1021.9,23.7
2025-01-16,Lucknow,Uttar Pradesh,23.6,12.4,18.0,49.1,0.0,6.9,166,Moderate,1026.2,22.6
2025-01-17,Lucknow,Uttar Pradesh,21.4,8.2,14.8,51.2,0.0,8.2,176,Moderate,1024.8,7.3
2025-01-18,Lucknow,Uttar Pradesh,20.3,8.1,14.2,55.2,0.0,12.3,183,Moderate,1023.3,17.8
2025-01-19,Lucknow,Uttar Pradesh,19.4,8.0,13.7,57.0,0.0,7.1,200,Moderate,1021.5,24.9
2025-01-20,Lucknow,Uttar Pradesh,19.7,6.2,12.9,53.1,0.0,12.8,165,Moderate,1026.2,10.2
2025-01-21,Lucknow,Uttar Pradesh,22.4,9.2,15.8,47.5,0.0,9.3,156,Moderate,1027.2,8.2
2025-01-22,Lucknow,Uttar Pradesh,23.5,8.6,16.0,52.6,0.0,12.8,160,Moderate,1024.8,0.9
2025-01-23,Lucknow,Uttar Pradesh,21.7,12.1,16.9,64.8,0.0,8.2,184,Moderate,1024.6,45.9
2025-01-24,Lucknow,Uttar Pradesh,20.5,8.2,14.4,55.0,0.0,10.4,146,Moderate,1025.0,12.6
2025-01-25,Lucknow,Uttar Pradesh,17.6,6.0,11.8,50.5,0.0,14.3,173,Moderate,1027.0,3.5
2025-01-26,Lucknow,Uttar Pradesh,18.9,6.3,12.6,42.5,0.0,7.7,221,Poor,1027.3,0.0
2025-01-27,Lucknow,Uttar Pradesh,18.8,5.2,12.0,62.9,0.0,8.3,166,Moderate,1019.2,9.3
2025-01-28,Lucknow,Uttar Pradesh,19.0,6.2,12.6,56.4,0.0,8.9,228,Poor,1024.1,24.0
2025-01-29,Lucknow,Uttar Pradesh,19.7,6.5,13.1,61.9,0.0,9.2,164,Moderate,1023.3,16.4
2025-01-30,Lucknow,Uttar Pradesh,20.0,6.8,13.4,65.1,0.0,6.1,182,Moderate,1024.7,24.7
2025-01-31,Lucknow,Uttar Pradesh,20.9,8.7,14.8,60.8,0.0,9.6,188,Moderate,1023.1,29.0
2025-02-01,Lucknow,Uttar Pradesh,22.2,9.7,15.9,57.9,0.0,9.0,176,Moderate,1024.4,16.2
2025-02-02,Lucknow,Uttar Pradesh,23.4,10.2,16.8,56.8,0.0,7.9,142,Moderate,1023.8,16.1
2025-02-03,Lucknow,Uttar Pradesh,20.8,10.7,15.7,57.5,0.0,17.5,159,Moderate,1019.5,40.4
2025-02-04,Lucknow,Uttar Pradesh,20.7,10.8,15.7,50.3,0.0,11.1,171,Moderate,1018.9,28.9
2025-02-05,Lucknow,Uttar Pradesh,20.3,8.8,14.6,60.0,0.0,12.9,158,Moderate,1025.0,24.7
2025-02-06,Lucknow,Uttar Pradesh,21.6,9.2,15.4,45.4,0.0,8.0,177,Moderate,1021.5,14.0
2025-02-07,Lucknow,Uttar Pradesh,22.7,10.9,16.8,53.0,0.0,7.7,185,Moderate,1026.2,27.5
2025-02-08,Lucknow,Uttar Pradesh,23.0,11.8,17.4,50.2,0.0,9.7,150,Moderate,1024.2,22.6
2025-02-09,Lucknow,Uttar Pradesh,23.4,11.9,17.6,56.0,0.0,8.8,182,Moderate,1018.7,22.0
2025-02-10,Lucknow,Uttar Pradesh,23.3,10.8,17.0,56.0,0.0,7.8,159,Moderate,1020.8,28.0
2025-02-11,Lucknow,Uttar Pradesh,23.3,12.5,17.9,49.7,0.0,7.8,205,Poor,1022.5,22.1
2025-02-12,Lucknow,Uttar Pradesh,21.3,7.7,14.5,48.5,0.0,6.8,195,Moderate,1022.0,0.0
2025-02-13,Lucknow,Uttar Pradesh,17.8,6.3,12.0,67.1,0.0,11.2,138,Moderate,1023.1,21.9
2025-02-14,Lucknow,Uttar Pradesh,17.8,6.2,12.0,49.8,0.0,10.5,188,Moderate,1021.1,5.6
2025-02-15,Lucknow,Uttar Pradesh,16.3,5.2,10.8,59.3,0.0,6.3,179,Moderate,1024.3,30.8
2025-02-16,Lucknow,Uttar Pradesh,17.6,4.9,11.3,55.9,0.0,10.5,170,Moderate,1023.4,0.0
2025-02-17,Lucknow,Uttar Pradesh,19.4,7.5,13.4,56.2,0.0,14.7,142,Moderate,1024.1,20.0
2025-02-18,Lucknow,Uttar Pradesh,19.1,6.9,13.0,59.5,0.0,10.7,148,Moderate,1022.5,21.6
2025-02-19,Lucknow,Uttar Pradesh,21.0,9.7,15.3,56.2,0.0,7.6,156,Moderate,1020.6,3.4
2025-02-20,Lucknow,Uttar Pradesh,23.3,9.9,16.6,60.1,0.0,9.2,136,Moderate,1021.6,17.6
2025-02-21,Lucknow,Uttar Pradesh,25.5,10.9,18.2,54.4,0.0,6.5,121,Moderate,1021.5,28.6
2025-02-22,Lucknow,Uttar Pradesh,25.1,13.1,19.1,51.3,0.0,7.2,145,Moderate,1020.4,9.6
2025-02-23,Lucknow,Uttar Pradesh,27.2,15.5,21.3,51.0,0.0,10.5,135,Moderate,1022.1,20.1
2025-02-24,Lucknow,Uttar Pradesh,25.6,14.4,20.0,47.3,0.0,7.2,133,Moderate,1017.8,24.1
2025-02-25,Lucknow,Uttar Pradesh,25.9,13.5,19.7,48.2,0.0,8.2,166,Moderate,1021.7,2.3
2025-02-26,Lucknow,Uttar Pradesh,25.2,10.9,18.1,43.9,0.0,8.4,156,Moderate,1017.8,18.8
2025-02-27,Lucknow,Uttar Pradesh,23.2,10.9,17.0,54.1,0.0,10.4,131,Moderate,1021.7,16.0
2025-02-28,Lucknow,Uttar Pradesh,22.4,9.4,15.9,43.2,0.0,8.2,142,Moderate,1016.5,19.5
2025-03-01,Lucknow,Uttar Pradesh,24.4,9.6,17.0,43.9,0.0,7.2,155,Moderate,1019.5,0.0
2025-03-02,Lucknow,Uttar Pradesh,24.8,10.1,17.4,52.7,0.0,9.3,127,Moderate,1021.8,0.0
2025-03-03,Lucknow,Uttar Pradesh,26.0,13.7,19.9,56.6,0.0,6.8,92,Satisfactory,1018.2,34.6
2025-03-04,Lucknow,Uttar Pradesh,24.4,14.1,19.2,53.3,0.0,12.4,159,Moderate,1018.9,28.6
2025-03-05,Lucknow,Uttar Pradesh,24.5,11.5,18.0,50.6,0.0,6.8,143,Moderate,1019.8,21.9
2025-03-06,Lucknow,Uttar Pradesh,21.7,10.8,16.3,52.2,0.0,10.7,140,Moderate,1015.0,32.6
2025-03-07,Lucknow,Uttar Pradesh,26.1,10.8,18.4,44.9,0.0,9.8,138,Moderate,1019.5,0.2
2025-03-08,Lucknow,Uttar Pradesh,24.5,12.8,18.7,54.4,0.0,10.6,99,Satisfactory,1016.8,15.5
2025-03-09,Lucknow,Uttar Pradesh,24.0,12.5,18.2,49.8,0.0,7.1,123,Moderate,1020.5,14.5
2025-03-10,Lucknow,Uttar Pradesh,25.5,12.5,19.0,38.6,0.0,7.5,136,Moderate,1018.1,7.9
2025-03-11,Lucknow,Uttar Pradesh,27.6,13.5,20.6,40.4,0.0,7.7,130,Moderate,1018.2,1.9
2025-03-12,Lucknow,Uttar Pradesh,23.7,14.5,19.1,51.4,0.0,8.2,106,Moderate,1015.6,37.2
2025-03-13,Lucknow,Uttar Pradesh,25.1,12.7,18.9,48.3,0.0,6.8,141,Moderate,1019.4,10.1
2025-03-14,Lucknow,Uttar Pradesh,24.6,13.9,19.3,51.2,0.0,8.5,140,Moderate,1017.5,25.2
2025-03-15,Lucknow,Uttar Pradesh,26.6,13.7,20.2,46.3,0.0,8.5,117,Moderate,1014.2,23.1
2025-03-16,Lucknow,Uttar Pradesh,26.0,15.3,20.6,56.5,0.0,10.6,141,Moderate,1015.9,32.9
2025-03-17,Lucknow,Uttar Pradesh,26.2,13.6,19.9,43.2,0.0,8.4,135,Moderate,1018.3,29.0
2025-03-18,Lucknow,Uttar Pradesh,24.5,12.8,18.7,47.3,0.0,6.5,135,Moderate,1017.4,15.3
2025-03-19,Lucknow,Uttar Pradesh,29.6,15.7,22.7,48.6,0.0,6.6,113,Moderate,1017.3,0.0
2025-03-20,Lucknow,Uttar Pradesh,26.6,16.5,21.6,54.9,0.0,7.3,117,Moderate,1015.3,30.6
2025-03-21,Lucknow,Uttar Pradesh,24.6,13.7,19.2,54.0,0.0,8.1,135,Moderate,1018.9,36.7
2025-03-22,Lucknow,Uttar Pradesh,25.0,16.3,20.7,62.6,0.0,13.2,70,Satisfactory,1018.8,53.3
2025-03-23,Lucknow,Uttar Pradesh,25.8,13.0,19.4,55.8,0.0,11.3,75,Satisfactory,1012.6,33.4
2025-03-24,Lucknow,Uttar Pradesh,28.7,14.8,21.7,47.9,0.0,8.0,104,Moderate,1016.5,9.5
2025-03-25,Lucknow,Uttar Pradesh,28.5,15.5,22.0,50.7,0.0,7.4,112,Moderate,1018.1,11.3
2025-03-26,Lucknow,Uttar Pradesh,29.2,14.6,21.9,47.4,0.0,8.6,106,Moderate,1015.9,0.0
2025-03-27,Lucknow,Uttar Pradesh,27.9,15.4,21.6,53.9,0.0,8.6,118,Moderate,1014.8,7.5
2025-03-28,Lucknow,Uttar Pradesh,31.2,17.1,24.2,42.3,0.0,8.4,110,Moderate,1011.4,0.0
2025-03-29,Lucknow,Uttar Pradesh,31.3,19.6,25.4,47.1,0.0,6.8,108,Moderate,1012.9,25.1
2025-03-30,Lucknow,Uttar Pradesh,32.9,20.9,26.9,49.1,0.0,7.8,97,Satisfactory,1011.9,29.5
2025-03-31,Lucknow,Uttar Pradesh,33.3,22.9,28.1,51.3,0.0,7.7,120,Moderate,1014.2,47.2
2025-04-01,Lucknow,Uttar Pradesh,33.4,24.0,28.7,62.6,0.0,9.2,123,Moderate,1014.1,58.6
2025-04-02,Lucknow,Uttar Pradesh,32.7,22.3,27.5,48.3,0.0,11.3,83,Satisfactory,1012.0,19.7
2025-04-03,Lucknow,Uttar Pradesh,33.6,21.3,27.4,39.6,0.0,7.7,106,Moderate,1010.3,8.3
2025-04-04,Lucknow,Uttar Pradesh,34.6,20.0,27.3,36.6,0.0,9.0,86,Satisfactory,1007.8,11.2
2025-04-05,Lucknow,Uttar Pradesh,34.6,21.6,28.1,50.3,0.0,6.2,71,Satisfactory,1012.8,6.7
2025-04-06,Lucknow,Uttar Pradesh,31.2,21.8,26.5,51.4,0.0,8.9,52,Satisfactory,1012.9,50.3
2025-04-07,Lucknow,Uttar Pradesh,31.2,17.6,24.4,45.5,0.0,6.3,120,Moderate,1008.2,0.0
2025-04-08,Lucknow,Uttar Pradesh,28.6,19.5,24.0,53.3,0.0,7.1,108,Moderate,1013.3,42.0
2025-04-09,Lucknow,Uttar Pradesh,30.3,17.7,24.0,49.7,0.0,7.5,97,Satisfactory,1013.9,6.4
2025-04-10,Lucknow,Uttar Pradesh,29.9,17.2,23.5,45.1,0.0,9.2,104,Moderate,1006.6,14.5
2025-04-11,Lucknow,Uttar Pradesh,31.7,17.7,24.7,44.5,0.0,8.7,64,Satisfactory,1009.6,0.0
2025-04-12,Lucknow,Uttar Pradesh,33.1,21.6,27.3,46.5,0.0,6.5,105,Moderate,1015.7,32.9
2025-04-13,Lucknow,Uttar Pradesh,33.5,20.5,27.0,62.7,0.0,9.3,85,Satisfactory,1010.8,29.6
2025-04-14,Lucknow,Uttar Pradesh,34.2,21.6,27.9,38.5,0.0,13.2,55,Satisfactory,1014.8,2.9
2025-04-15,Lucknow,Uttar Pradesh,33.2,23.5,28.4,51.6,0.0,6.9,29,Good,1010.5,33.7
2025-04-16,Lucknow,Uttar Pradesh,33.1,22.2,27.7,63.2,1.6,7.8,43,Good,1012.3,31.6
2025-04-17,Lucknow,Uttar Pradesh,34.0,21.9,27.9,49.9,0.0,8.3,111,Moderate,1009.2,11.5
2025-04-18,Lucknow,Uttar Pradesh,35.5,21.9,28.7,41.3,0.0,8.2,109,Moderate,1008.1,0.0
2025-04-19,Lucknow,Uttar Pradesh,34.0,22.0,28.0,46.5,0.0,10.6,33,Good,1006.3,16.3
2025-04-20,Lucknow,Uttar Pradesh,32.3,21.2,26.8,46.7,0.0,9.9,20,Good,1010.8,35.0
2025-04-21,Lucknow,Uttar Pradesh,33.7,20.7,27.2,53.0,0.0,9.1,93,Satisfactory,1007.7,7.6
2025-04-22,Lucknow,Uttar Pradesh,32.3,20.5,26.4,50.5,0.0,8.4,63,Satisfactory,1007.5,36.3
2025-04-23,Lucknow,Uttar Pradesh,32.0,19.3,25.7,46.1,0.0,10.0,43,Good,1006.4,9.9
2025-04-24,Lucknow,Uttar Pradesh,34.8,22.5,28.6,42.0,0.0,6.7,39,Good,1008.6,19.2
2025-04-25,Lucknow,Uttar Pradesh,34.8,20.3,27.5,44.0,0.0,14.0,18,Good,1010.2,11.1
2025-04-26,Lucknow,Uttar Pradesh,33.2,23.0,28.1,48.4,0.0,10.9,81,Satisfactory,1007.9,23.6
2025-04-27,Lucknow,Uttar Pradesh,32.5,21.3,26.9,56.8,0.0,11.3,55,Satisfactory,1007.9,34.0
2025-04-28,Lucknow,Uttar Pradesh,33.0,22.8,27.9,54.6,0.0,15.6,15,Good,1011.1,45.0
2025-04-29,Lucknow,Uttar Pradesh,34.7,23.0,28.9,53.8,0.0,10.9,33,Good,1004.4,24.9
2025-04-30,Lucknow,Uttar Pradesh,34.6,20.7,27.6,32.7,0.0,7.3,91,Satisfactory,1011.5,1.3
2025-05-01,Lucknow,Uttar Pradesh,31.8,21.6,26.7,59.0,0.0,9.1,56,Satisfactory,1005.2,32.9
2025-05-02,Lucknow,Uttar Pradesh,33.7,22.2,27.9,41.6,0.0,10.9,15,Good,1007.2,19.6
2025-05-03,Lucknow,Uttar Pradesh,34.0,21.3,27.7,52.7,0.0,9.1,33,Good,1008.1,19.9
2025-05-04,Lucknow,Uttar Pradesh,36.1,24.6,30.4,32.5,0.0,9.4,42,Good,1008.4,24.6
2025-05-05,Lucknow,Uttar Pradesh,36.8,26.6,31.7,48.9,0.0,11.9,58,Satisfactory,1002.7,30.6
2025-05-06,Lucknow,Uttar Pradesh,38.1,25.2,31.6,50.8,0.0,8.7,42,Good,1006.1,17.5
2025-05-07,Lucknow,Uttar Pradesh,36.8,25.2,31.0,45.8,3.9,12.8,59,Satisfactory,1004.6,32.3
2025-05-08,Lucknow,Uttar Pradesh,37.3,26.0,31.6,49.4,0.0,8.1,48,Good,1007.4,29.9
2025-05-09,Lucknow,Uttar Pradesh,37.3,26.0,31.7,54.8,0.0,9.6,15,Good,1004.0,32.9
2025-05-10,Lucknow,Uttar Pradesh,36.9,25.8,31.4,55.4,0.0,7.2,54,Satisfactory,1001.3,37.8
2025-05-11,Lucknow,Uttar Pradesh,39.1,26.0,32.5,35.0,0.0,7.2,37,Good,1005.5,0.0
2025-05-12,Lucknow,Uttar Pradesh,37.9,26.0,31.9,53.8,0.0,17.4,15,Good,1004.7,23.8
2025-05-13,Lucknow,Uttar Pradesh,35.9,26.0,30.9,59.4,0.0,9.5,41,Good,1008.4,28.3
2025-05-14,Lucknow,Uttar Pradesh,34.5,23.6,29.0,58.8,0.0,9.0,27,Good,1007.2,28.7
2025-05-15,Lucknow,Uttar Pradesh,34.0,21.2,27.6,45.7,0.0,10.0,33,Good,1003.7,18.5
2025-05-16,Lucknow,Uttar Pradesh,35.8,22.0,28.9,46.4,0.0,10.7,15,Good,1006.9,21.3
2025-05-17,Lucknow,Uttar Pradesh,30.5,20.1,25.3,59.5,4.3,8.0,16,Good,1006.0,40.5
2025-05-18,Lucknow,Uttar Pradesh,29.6,20.3,24.9,62.7,0.0,11.5,46,Good,1007.2,40.6
2025-05-19,Lucknow,Uttar Pradesh,27.5,17.4,22.5,65.5,0.0,8.9,30,Good,1004.8,36.8
2025-05-20,Lucknow,Uttar Pradesh,29.8,19.8,24.8,52.5,0.0,17.3,15,Good,1004.7,21.5
2025-05-21,Lucknow,Uttar Pradesh,34.1,23.6,28.8,58.8,0.0,10.1,15,Good,1005.5,45.9
2025-05-22,Lucknow,Uttar Pradesh,33.6,23.8,28.7,55.5,0.0,7.5,51,Satisfactory,1005.5,45.7
2025-05-23,Lucknow,Uttar Pradesh,33.1,24.7,28.9,56.0,0.0,9.0,27,Good,999.7,50.9
2025-05-24,Lucknow,Uttar Pradesh,34.8,23.8,29.3,57.5,7.9,10.3,15,Good,1004.8,24.9
2025-05-25,Lucknow,Uttar Pradesh,30.4,23.0,26.7,71.6,0.0,8.2,51,Satisfactory,1002.5,89.0
2025-05-26,Lucknow,Uttar Pradesh,32.2,22.2,27.2,63.9,5.3,10.9,15,Good,1004.3,41.8
2025-05-27,Lucknow,Uttar Pradesh,34.4,24.2,29.3,54.6,0.0,11.4,17,Good,999.8,27.6
2025-05-28,Lucknow,Uttar Pradesh,35.9,27.1,31.5,69.2,0.0,9.8,15,Good,1004.1,71.1
2025-05-29,Lucknow,Uttar Pradesh,38.2,28.4,33.3,54.3,0.0,7.9,15,Good,1003.1,48.0
2025-05-30,Lucknow,Uttar Pradesh,37.6,28.5,33.1,56.9,0.0,15.8,15,Good,1000.0,41.4
2025-05-31,Lucknow,Uttar Pradesh,38.7,29.0,33.8,54.0,0.0,8.4,16,Good,1002.1,43.5
2025-06-01,Lucknow,Uttar Pradesh,37.1,30.6,33.9,64.6,0.0,9.7,15,Good,1001.0,57.8
2025-06-02,Lucknow,Uttar Pradesh,39.0,29.2,34.1,69.6,0.0,12.2,15,Good,1002.1,44.1
2025-06-03,Lucknow,Uttar Pradesh,42.5,28.3,35.4,55.9,0.0,11.7,15,Good,997.6,16.6
2025-06-04,Lucknow,Uttar Pradesh,39.5,28.8,34.2,60.6,1.7,9.4,15,Good,998.2,42.1
2025-06-05,Lucknow,Uttar Pradesh,40.0,31.5,35.7,62.4,0.0,9.4,15,Good,998.6,55.0
2025-06-06,Lucknow,Uttar Pradesh,42.3,32.5,37.4,56.8,0.0,10.9,15,Good,999.3,41.7
2025-06-07,Lucknow,Uttar Pradesh,42.9,32.0,37.5,63.1,0.0,9.3,15,Good,1002.5,29.5
2025-06-08,Lucknow,Uttar Pradesh,41.4,31.5,36.5,64.2,0.0,11.1,15,Good,999.7,44.3
2025-06-09,Lucknow,Uttar Pradesh,38.7,30.5,34.6,59.0,13.1,13.0,15,Good,1001.7,59.0
